mes_año,Valor_cesarea,Valor_dolar_blue,Incremento %,Inflacion %,Inflacion acumulada %,Inflacion acumulada % prod,Valor,Valor_cesarea_USD,Valor_huevos_USD,Incremento cesarea %,Incremento huevos %,Incremento dolar blue %,Tasa huevos por cesarea %,Disminucion valor cesarea %,Disminucion valor huevos %,Valor nominal dolar blue
2018-02-01,5061.39,19.95,2.05,0.02,0.04,29.34847673437828,35.44,253.70375939849626,1.7764411027568923,1.0,1.0,1.0,142.81574492099324,-0.0,-0.0,0
2018-10-01,7747.94,34.5,-12.21,0.05,0.09,73.49056721612695,59.76,224.57797101449273,1.7321739130434781,1.5307929244733165,1.6862302483069977,1.7293233082706767,129.65093708165998,-11.480235236977785,-2.491903032682305,0
2019-09-01,9217.38,58.25,-2.92,0.06,0.15,154.36727053295664,77.13,158.23828326180256,1.3241201716738196,1.821116333655379,2.176354401805869,2.919799498746867,119.50447296771685,-37.62871955978573,-25.462196882356935,0
2019-10-01,12815.7,66.0,13.3,0.03,0.18,161.99828864894533,78.55,194.17727272727274,1.1901515151515152,2.5320514720264593,2.2164221218961626,3.3082706766917296,163.15340547422025,-23.462989595563847,-33.00360404268418,0
2020-09-01,13241.9,140.0,6.87,0.03,0.21,248.7207883674157,126.52,94.585,0.9037142857142857,2.6162575893183493,3.569977426636569,7.017543859649123,104.66250395194436,-62.71832935221352,-49.127821670428894,0
2022-05-01,23462.23,201.0,2.29,0.05,0.26,670.5870867565404,260.82,116.72751243781094,1.2976119402985073,4.63553095098382,7.359480812641084,10.075187969924812,89.95563990491527,-53.9906256357576,-26.954406859607154,0
2023-04-01,40747.73,462.0,19.07,0.08,0.34,1418.119867957953,710.63,88.1985497835498,1.538160173160173,8.050699511399042,20.05163656884876,23.157894736842106,57.34028960218399,-65.23561574623142,-13.41338754360763,0
